   2.595868822E-06    6.381180027E-25
   1.866881075E-05    6.378517402E-25
   1.041320309E-04    5.807131206E-25
   2.239495246E-04    5.271181507E-25
   3.437585251E-04    5.240122384E-25
   4.635576440E-04    5.212609711E-25
   5.833460857E-04    5.189073413E-25
   7.031234254E-04    5.173802063E-25
   8.228891163E-04    5.167749385E-25
   9.426424843E-04    5.166157124E-25
   1.062382397E-03    5.165899324E-25
   1.182106834E-03    5.166266163E-25
   1.301813425E-03    5.166839072E-25
   1.421501858E-03    5.167848218E-25
   1.541172481E-03    5.169900460E-25
   1.660824529E-03    5.173983135E-25
   1.780457211E-03    5.178524576E-25
   1.900069192E-03    5.179252700E-25
   2.019658732E-03    5.176775579E-25
   2.139225148E-03    5.174452832E-25
   2.258767216E-03    5.171061204E-25
   2.378284405E-03    5.167656767E-25
   2.497778126E-03    5.165891400E-25
   2.617252098E-03    5.164559477E-25
   2.736712195E-03    5.163006695E-25
   2.856164885E-03    5.160743993E-25
   2.975612890E-03    5.157037339E-25
   3.095056188E-03    5.152834761E-25
   3.214495896E-03    5.149239984E-25
   3.333936920E-03    5.147047209E-25
   3.453385325E-03    5.146502956E-25
   3.572841307E-03    5.148374114E-25
   3.692300899E-03    5.147475607E-25
   3.811763126E-03    5.142677966E-25
   3.931231586E-03    5.138846086E-25
   4.050708766E-03    5.135960801E-25
   4.170191674E-03    5.134320594E-25
   4.289676857E-03    5.134371040E-25
   4.409165481E-03    5.134825049E-25
   4.528660456E-03    5.135449217E-25
   4.648161887E-03    5.134749797E-25
   4.767668080E-03    5.135544081E-25
   4.887178559E-03    5.137331352E-25
   5.006693867E-03    5.137584331E-25
   5.126213220E-03    5.137559490E-25
   5.245736160E-03    5.137091933E-25
   5.365261869E-03    5.133761228E-25
   5.484790074E-03    5.129007699E-25
   5.604319578E-03    5.124277410E-25
   5.723849903E-03    5.117597719E-25
   5.843380825E-03    5.110999153E-25
   5.962912719E-03    5.104814840E-25
   6.082445812E-03    5.099829538E-25
   6.201982244E-03    5.095565277E-25
   6.321523303E-03    5.091735996E-25
   6.441067915E-03    5.088337484E-25
   6.560616142E-03    5.085032623E-25
   6.680168442E-03    5.080867979E-25
   6.799725483E-03    5.077302829E-25
   6.919288335E-03    5.075333690E-25
   7.038859559E-03    5.074134795E-25
   7.158442179E-03    5.072281772E-25
   7.278035454E-03    5.068766441E-25
   7.397636909E-03    5.063758838E-25
   7.517244469E-03    5.059175249E-25
   7.636855952E-03    5.053869470E-25
   7.756467661E-03    5.046471190E-25
   7.876074086E-03    5.038086955E-25
   7.995670835E-03    5.030682927E-25
   8.115256607E-03    5.025830699E-25
   8.234830875E-03    5.021768305E-25
   8.354391136E-03    5.016772527E-25
   8.473934458E-03    5.011912266E-25
   8.593457408E-03    5.007842747E-25
   8.712957321E-03    5.003438538E-25
   8.832432606E-03    4.998358389E-25
   8.951884936E-03    4.993236520E-25
   9.071318627E-03    4.986938438E-25
   9.190736621E-03    4.979617628E-25
   9.310138424E-03    4.971506162E-25
   9.429524960E-03    4.963934611E-25
   9.548900631E-03    4.955452527E-25
   9.668270111E-03    4.945779399E-25
   9.787632075E-03    4.935944049E-25
   9.906982651E-03    4.926773862E-25
   1.002632032E-02    4.917867659E-25
   1.014564756E-02    4.908764485E-25
   1.026496263E-02    4.900691001E-25
   1.038425755E-02    4.893365595E-25
   1.050352454E-02    4.886660522E-25
   1.062275997E-02    4.879934317E-25
   1.074196026E-02    4.871383491E-25
   1.086111884E-02    4.861264591E-25
   1.098022724E-02    4.851158060E-25
   1.109928064E-02    4.840762911E-25
   1.121438643E-02    4.811259694E-25
   1.132898790E-02    4.819936553E-25
   1.144351942E-02    4.812451455E-25
   1.155799144E-02    4.805466860E-25
   1.167241949E-02    4.798297560E-25
   1.178681803E-02    4.790882803E-25
   1.190120679E-02    4.783868420E-25
   1.201560215E-02    4.776502516E-25
   1.213001828E-02    4.767589718E-25
   1.224446664E-02    4.757924014E-25
   1.235895621E-02    4.749006970E-25
   1.247349146E-02    4.739808183E-25
   1.258807130E-02    4.730511037E-25
   1.270268798E-02    4.721366249E-25
   1.281733203E-02    4.712190309E-25
   1.293199012E-02    4.702530900E-25
   1.304664788E-02    4.691486238E-25
   1.316129292E-02    4.679713265E-25
   1.327590995E-02    4.666433123E-25
   1.339049192E-02    4.653795263E-25
   1.350503800E-02    4.642958328E-25
   1.361955211E-02    4.632457729E-25
   1.373403918E-02    4.622025337E-25
   1.384850664E-02    4.612827410E-25
   1.396295471E-02    4.604342718E-25
   1.407738994E-02    4.596316151E-25
   1.419181511E-02    4.589353899E-25
   1.430623323E-02    4.582928032E-25
   1.442064492E-02    4.576805884E-25
   1.453504926E-02    4.571587535E-25
   1.464944377E-02    4.566491477E-25
   1.476382613E-02    4.557866657E-25
   1.487819218E-02    4.547708171E-25
   1.499254276E-02    4.537796854E-25
   1.510688356E-02    4.528744450E-25
   1.522121931E-02    4.518709608E-25
   1.533555855E-02    4.508988033E-25
   1.544991179E-02    4.499279629E-25
   1.556428622E-02    4.488758814E-25
   1.567869115E-02    4.479826747E-25
   1.579313249E-02    4.472345916E-25
   1.590761234E-02    4.464137492E-25
   1.602212934E-02    4.454209434E-25
   1.613667921E-02    4.444571730E-25
   1.625125744E-02    4.434935544E-25
   1.636585486E-02    4.424586866E-25
   1.648045693E-02    4.414519091E-25
   1.659504904E-02    4.403877372E-25
   1.670962119E-02    4.393164504E-25
   1.682416541E-02    4.382364414E-25
   1.693866735E-02    4.371003531E-25
   1.705311187E-02    4.359756895E-25
   1.716749039E-02    4.349308655E-25
   1.728180332E-02    4.339753209E-25
   1.739605641E-02    4.331344026E-25
   1.751025708E-02    4.321108383E-25
   1.762441289E-02    4.311619185E-25
   1.773853863E-02    4.303727491E-25
   1.785265152E-02    4.295541340E-25
   1.796676930E-02    4.285015239E-25
   1.808090833E-02    4.273760333E-25
   1.819507982E-02    4.262083016E-25
   1.830928661E-02    4.249995268E-25
   1.842352404E-02    4.237523398E-25
   1.853778352E-02    4.225897708E-25
   1.865205202E-02    4.213922075E-25
   1.876631540E-02    4.202610089E-25
   1.888056351E-02    4.192956436E-25
   1.899478746E-02    4.182934968E-25
   1.910898207E-02    4.172714035E-25
   1.922314388E-02    4.162852935E-25
   1.933727044E-02    4.153699207E-25
   1.945136353E-02    4.144485996E-25
   1.956542719E-02    4.135036954E-25
   1.967946752E-02    4.125356095E-25
   1.979348742E-02    4.115067230E-25
   1.990748979E-02    4.104560627E-25
   2.002147555E-02    4.092090327E-25
   2.013544342E-02    4.081374687E-25
   2.024939347E-02    4.070877903E-25
   2.036332670E-02    4.059071947E-25
   2.047724517E-02    4.045380549E-25
   2.059115032E-02    4.032280592E-25
   2.070504451E-02    4.020440107E-25
   2.081893480E-02    4.007850471E-25
   2.093282455E-02    3.993038191E-25
   2.104671275E-02    3.978102249E-25
   2.116060087E-02    3.963425229E-25
   2.127449236E-02    3.947268767E-25
   2.138838815E-02    3.930213847E-25
   2.150228780E-02    3.915327832E-25
   2.161619441E-02    3.903097289E-25
   2.173011106E-02    3.892499401E-25
   2.184403493E-02    3.882213534E-25
   2.195795925E-02    3.871121164E-25
   2.207187904E-02    3.859014105E-25
   2.218579108E-02    3.846597013E-25
   2.229969205E-02    3.835215552E-25
   2.241357778E-02    3.825166616E-25
   2.252744407E-02    3.815744048E-25
   2.264128569E-02    3.806551372E-25
   2.275509872E-02    3.797880329E-25
   2.286888078E-02    3.789912150E-25
   2.298263097E-02    3.781927920E-25
   2.309635198E-02    3.772299773E-25
   2.321004659E-02    3.760572145E-25
   2.332372168E-02    3.748180290E-25
   2.343738550E-02    3.736245881E-25
   2.355104574E-02    3.724763872E-25
   2.366470426E-02    3.713844497E-25
   2.377836438E-02    3.703218628E-25
   2.389202785E-02    3.692850267E-25
   2.400569351E-02    3.681435277E-25
   2.411935832E-02    3.669308986E-25
   2.423301762E-02    3.656095305E-25
   2.434667007E-02    3.641841101E-25
   2.446031681E-02    3.627021793E-25
   2.457395739E-02    3.611844947E-25
   2.468758842E-02    3.596514354E-25
   2.480120954E-02    3.581326554E-25
   2.491482353E-02    3.564687272E-25
   2.502843106E-02    3.547733372E-25
   2.514203042E-02    3.532044613E-25
   2.525562244E-02    3.516035976E-25
   2.536920849E-02    3.500139308E-25
   2.548278808E-02    3.483396095E-25
   2.559636009E-02    3.465699530E-25
   2.570992329E-02    3.448316378E-25
   2.582347999E-02    3.432406788E-25
   2.593703413E-02    3.418227741E-25
   2.605058475E-02    3.404114654E-25
   2.616413060E-02    3.390504820E-25
   2.627767305E-02    3.376937086E-25
   2.639121348E-02    3.363640296E-25
   2.650475152E-02    3.350559406E-25
